Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac,Start_interval
0.505,0.3025,0.34,0.32125,0.3191,0.349,0.9993,0.8475,1.04,1.03,0.95,1.4926,1.8267,1.5810999999999997,0.37475,2020-09-14
0.505,0.32,0.34,0.32625,0.3258,0.376,1.0093,0.8475,1.045,1.055,0.94,1.4821,1.9691,1.6727,0.35875,2020-09-21
0.5025,0.3325,0.345,0.32875,0.3243,0.387,1.0226,0.865,1.11,1.1,0.955,1.5136,2.161,1.832,0.3425,2020-09-28
0.5025,0.335,0.3625,0.345,0.3378,0.3955,1.0383,0.88,1.125,1.105,0.955,1.5786,2.3639,2.001,0.35200000000000004,2020-10-05
0.5,0.35,0.37,0.3525,0.3394,0.39,1.0585,0.88,1.12,1.11,0.96,1.5327,2.5185,2.0811,0.35200000000000004,2020-10-12
0.5,0.355,0.38375,0.355,0.3455,0.382,1.0734,0.88,1.125,1.11,0.96,1.5049,2.6125,2.119,0.35200000000000004,2020-10-19
0.4975,0.365,0.38375,0.3625,0.3519,0.396,1.095,0.89,1.1225,1.1,0.965,1.5095,2.6637,2.119,0.35200000000000004,2020-10-26
0.4875,0.385,0.4,0.37,0.3639,0.419,1.0919,0.9075,1.0975,1.095,0.97,1.4962,2.7253,2.119,0.35200000000000004,2020-11-02
0.4825,0.4,0.405,0.38375,0.3686,0.427,1.0954,0.91,1.085,1.08,0.97,1.4573,2.7652,2.119,0.34400000000000003,2020-11-09
0.4675,0.405,0.41,0.395,0.3802,0.426,1.0836,0.915,1.085,1.08,0.995,1.471,2.7372,2.119,0.34400000000000003,2020-11-16
0.4675,0.405,0.41,0.395,0.3973,0.4325,1.0804,0.915,1.085,1.0775,0.995,1.4915,2.5529,2.119,0.34400000000000003,2020-11-23
0.4525,0.4175,0.43,0.4125,0.3887,0.447,1.0603,0.9225,1.1,1.09125,1.0075,1.4056,2.2025,1.9359000000000002,0.34275,2020-11-30
0.4425,0.42,0.43,0.42,0.4126,0.466,1.0771,0.9225,1.115,1.1075,1.01,1.3881,1.9448,1.45716,0.34275,2020-12-07
0.43,0.435,0.455,0.43,0.4089,0.4625,1.1011,0.9275,1.125,1.125,1.0125,1.4392,1.7497,1.43336,0.4085,2020-12-14
0.7145,0.596,0.63875,0.62125,0.6216999999999999,0.49246,1.1045,1.302,1.6725,1.687,1.684,1.4777,1.6959,1.6218,0.404,2020-12-21
0.42,0.435,0.4575,0.435,0.4198,0.4663,1.1089,0.9275,1.12,1.12,1.02,1.484,1.6641,1.40956,0.4085,2020-12-28
0.36,0.455,0.445,0.4825,0.4728,0.4875,0.885,0.925,0.925,0.9,2.2523,1.3937,1.3045,1.2486,0.4225,2019-01-01
0.37,0.47,0.4625,0.48875,0.4843,0.487,0.9808599999999998,0.88625,0.97,0.9575,0.93,2.2168,1.4212,1.3263,0.39175,2019-01-07
0.37,0.47,0.475,0.4975,0.4769,0.513,0.9808599999999998,0.89625,0.99375,0.9975,0.93,2.2496,1.4268,1.3279,0.37625000000000003,2019-01-14
0.37,0.47,0.475,0.49375,0.4833,0.4263,0.9808600000000001,0.89625,1.0,1.0075,0.93,2.2402,1.4346,1.317,0.37625,2019-01-21
0.37,0.46875,0.4725,0.495,0.4798,0.3885,0.9713,0.89875,1.0,1.0075,0.945,2.2696,1.4323,1.2886,0.3762499999999999,2019-01-28
0.36,0.45625,0.4625,0.465,0.4694,0.3725,0.9766,0.89875,0.995,1.0,0.96,2.232,1.4311,1.2502,0.36075,2019-02-04
0.365,0.44,0.435,0.46125,0.4682,0.3455,0.9811,0.89875,0.98,0.9975,0.96,2.2855,1.4337,1.2639,0.36075,2019-02-11
0.365,0.43,0.435,0.43625,0.4537,0.3538,0.9923,0.8988,0.995,0.995,0.96,2.2977,1.4662,1.2969,0.376,2019-02-18
0.365,0.43,0.4175,0.42,0.4246,0.351,0.983,0.9025,0.985,0.995,0.96,2.2639,1.5167,1.3671,0.40700000000000003,2019-02-25
0.365,0.43,0.4175,0.41,0.4216,0.3485,0.9822,0.9025,0.975,0.995,0.96,2.2612,1.5656,1.4178,0.4225,2019-03-04
0.365,0.4175,0.40125,0.41,0.4088,0.331,0.9616,0.9025,0.965,0.99,0.96,2.2797,1.6098,1.4371,0.4225,2019-03-11
0.365,0.4075,0.36875,0.4,0.415,0.3135,0.9554,0.9025,0.96,0.9825,0.96,2.2912,1.6211,1.4467,0.4225,2019-03-18
0.365,0.4075,0.38375,0.39375,0.4118,0.3225,0.9573,0.9025,0.96,0.97,0.96,2.26,1.5999,1.457,0.4225,2019-03-25
0.365,0.3975,0.38375,0.39375,0.402,0.339,0.9515,0.9025,0.97,0.97,0.96,2.2956,1.5957,1.5029,0.4225,2019-04-01
0.36,0.3975,0.38125,0.395,0.3859,0.354,0.9569,0.9025,0.97,0.975,0.965,2.3039,1.6332,1.5596,0.4225,2019-04-08
0.35,0.3975,0.38,0.3825,0.3964,0.3444,0.9543,0.9025,0.995,0.9875,0.99,2.2494,1.662,1.5901,0.4225,2019-04-15
0.34,0.38375,0.37875,0.38875,0.3903,0.332,0.968,0.9025,1.005,1.015,1.0,2.2845,1.686,1.6179,0.4225,2019-04-22
0.34,0.37375,0.37875,0.3875,0.3961,0.3445,0.9777,0.9025,1.01,1.02,1.0,2.263,1.685,1.617,0.4225,2019-04-29
0.335,0.36,0.37625,0.38375,0.3842,0.3475,0.9914,0.9025,1.0,1.025,1.035,2.2477,1.6901,1.6258,0.4225,2020-05-06
0.335,0.365,0.37,0.38,0.384,0.34,1.0088,0.90375,1.05,1.05,1.01,2.2831,1.6976,1.6497,0.4225,2019-05-13
0.335,0.365,0.36,0.36875,0.3837,0.3605,1.0253,0.91375,1.05,1.04,1.02,2.2911,1.7048,1.6912,0.4225,2019-05-20
0.325,0.365,0.36,0.3675,0.3752,0.3538,1.0286,0.91375,1.04,1.04,1.02,2.3413,1.7075,1.668,0.4225,2019-05-27
0.325,0.35875,0.355,0.36625,0.3715,0.359,1.0328,0.92,1.04,1.0475,1.02,2.347,1.7092,1.6626,0.4225,2019-06-03
0.315,0.355,0.355,0.36375,0.3667,0.3595,1.0377,0.925,1.05,1.0525,1.025,2.3488,1.7094,1.6227,0.4225,2019-06-10
0.31,0.3525,0.355,0.37,0.3671,0.345,1.0438,0.9275,1.05,1.0525,1.025,2.3801,1.7264,1.5845,0.4225,2019-06-17
0.31,0.3525,0.355,0.365,0.3578,0.348,1.0425,0.925,1.045,1.04625,1.04,2.3593,1.7546,1.5852,0.4225,2019-06-24
0.31,0.3525,0.355,0.36,0.3671,0.3288,1.0442,0.925,1.045,1.045,1.04,2.3771,1.7942,1.6407,0.4225,2019-07-01
0.31,0.3525,0.35,0.36,0.3526,0.3225,1.0529,0.9225,1.04,1.04,1.04,2.3798,1.8204,1.7072,0.4225,2019-07-08
0.3075,0.35125,0.3375,0.36,0.3681,0.3285,1.0507,0.92625,1.035,1.035,1.04,2.3942,1.8452,1.7703,0.4225,2019-07-15
0.3075,0.35,0.33625,0.36,0.3579,0.3505,1.0359,0.93875,1.03,1.03,1.02,2.4139,1.8636,1.7919,0.40675,2019-07-22
0.3075,0.35,0.34,0.355,0.34,0.34,1.0295,0.93875,1.03,1.03,1.02,2.3375,1.821,1.705,0.4225,2019-07-29
0.3025,0.35,0.34,0.36,0.3679,0.349,1.0235,0.945,1.03,1.03,1.025,2.3315,1.866,1.708,0.4225,2019-08-05
0.295,0.35,0.34,0.355,0.3673,0.362,1.0405,0.945,1.03,1.03,1.025,2.3657,1.8371,1.7364799999999998,0.4225,2019-08-12
0.295,0.35,0.34,0.355,0.3676,0.362,1.038,0.945,1.03,1.04,1.035,2.3639,1.8583,1.7364799999999998,0.4225,2019-08-19
0.2925,0.35,0.3625,0.36,0.3694,0.392,1.0413,0.945,1.03,1.04,1.035,2.3761,1.8795,1.7364799999999998,0.4225,2019-08-26
0.2925,0.36,0.36375,0.36,0.3624,0.3925,1.0337,0.945,1.045,1.05,1.04,2.3667,1.906,1.7364799999999998,0.4225,2019-09-02
0.2925,0.35,0.36375,0.36,0.3681,0.39,1.0494,0.945,1.04,1.045,1.04,2.2748,1.9167,1.7364799999999998,0.4225,2019-09-09
0.2925,0.36,0.36375,0.36,0.3695,0.3975,1.0461,0.945,1.06,1.055,1.05,2.2755,1.9387,1.7364799999999998,0.4225,2019-09-16
0.2925,0.35375,0.36375,0.36,0.3675,0.3475,1.0534,0.95,1.065,1.075,1.05,2.2683,1.82712,1.65136,0.4225,2019-09-23
0.28,0.345,0.36,0.36,0.3729,0.34,1.0568,0.95,1.115,1.105,1.05,2.2547800000000002,1.9004999999999999,1.62806,0.4225,2019-09-30
0.28,0.3325,0.35,0.35,0.3551,0.3095,1.0674,0.95,1.125,1.12,1.05,2.1912,2.0953,1.7364799999999998,0.391,2019-10-07
0.28,0.33,0.345,0.355,0.3553,0.2975,1.0953,0.95,1.16,1.15,1.05,2.1588,2.0327,1.7364800000000002,0.3909999999999999,2019-10-14
0.28,0.325,0.345,0.345,0.3291,0.2875,1.1073,0.95,1.16,1.155,1.05,2.1423,2.042,1.7364800000000002,0.391,2019-10-28
0.285,0.32,0.335,0.3425,0.3255,0.273,1.1213,0.955,1.165,1.16,1.0625,2.1435,2.057,1.7364800000000002,0.3909999999999999,2019-10-28
0.285,0.3025,0.3025,0.34,0.3085,0.2785,1.1335,0.955,1.175,1.175,1.0725,2.1197,2.0789,1.7364800000000002,0.356,2019-11-04
0.29,0.3025,0.3025,0.34,0.3001,0.293,1.142,0.955,1.21,1.2075,1.095,2.1521,2.1205,1.7364800000000002,0.33849999999999997,2019-11-11
0.29,0.3075,0.30375,0.33125,0.2992,0.3425,1.1549,0.965,1.215,1.2075,1.1,2.0898,2.1539,1.7364800000000002,0.34574999999999995,2019-11-18
0.29,0.3075,0.31375,0.3275,0.3107,0.3517,1.1746,0.965,1.23,1.2075,1.105,2.0872,2.1099,1.7301600000000001,0.33849999999999997,2019-11-25
0.29,0.3425,0.345,0.35375,0.322,0.3625,1.1775,0.965,1.24,1.245,1.105,2.06,2.0076,1.7285000000000004,0.356,2019-12-02
0.29,0.3425,0.34875,0.34875,0.3199,0.3515,1.2062,0.99,1.24,1.245,1.105,2.0109,1.9384,1.7268999999999999,0.40675,2019-12-09
0.29,0.34,0.34875,0.345,0.3345,0.313,1.2122,0.9925,1.24,1.23,1.105,1.9617,1.9466,1.6989,0.4225,2019-12-16
0.29,0.34,0.34875,0.345,0.3119,0.3341,1.2185,0.9925,1.24,1.245,1.105,2.0002,1.9536,1.7269,0.40675,2019-12-23
0.22,0.265,0.27,0.295,0.3008,0.29042,0.9565400000000001,0.7375,0.7,0.71,0.7375,2.1969,1.5156,1.4356,0.344,2018-01-01
0.22,0.2575,0.265,0.2925,0.2851,0.29042,0.9565400000000001,0.73125,0.69,0.7075,0.8,2.2238,1.5056,1.4038,0.34400000000000003,2018-01-08
0.2125,0.24875,0.2625,0.2875,0.2773,0.28981999999999997,0.96176,0.7275,0.685,0.7,0.75,2.1705,1.4555,1.2855,0.352,2018-01-15
0.2125,0.2425,0.26,0.285,0.2797,0.28981999999999997,0.9616,0.725,0.695,0.685,0.75,2.1406,1.5263,1.3231,0.352,2018-01-22
0.2125,0.2425,0.26,0.28125,0.2691,0.29042,0.9616,0.725,0.705,0.7125,0.765,2.1215,1.5145,1.346,0.352,2018-01-29
0.2175,0.24,0.24,0.28125,0.2717,0.28981999999999997,0.9617600000000002,0.725,0.705,0.7075,0.7225,2.1305,1.4635,1.3215,0.352,2018-02-05
0.2175,0.24,0.24,0.28,0.2524,0.29042,0.9616,0.725,0.725,0.725,0.725,2.0675,1.517,1.359,0.352,2018-02-12
0.2175,0.24,0.24,0.28,0.2528,0.29042,0.9616,0.725,0.725,0.725,0.73,2.0955,1.5175,1.4025,0.352,2018-02-19
0.2175,0.235,0.24,0.2725,0.2504,0.29042,0.9565400000000001,0.725,0.725,0.73,0.73,2.1656,1.5288,1.4794,0.352,2018-02-26
0.2075,0.235,0.25,0.27125,0.2549,0.29042,0.9565400000000001,0.7,0.72,0.73,0.735,2.193,1.535,1.4715,0.352,2018-03-05
0.2125,0.235,0.25,0.27,0.2589,0.29042,0.9565400000000001,0.7,0.685,0.72,0.73,2.2175,1.583,1.509,0.352,2018-03-12
0.2175,0.24,0.25375,0.27,0.2589,0.2765,0.9565400000000001,0.7,0.7,0.72,0.695,2.213,1.567,1.526,0.352,2018-03-19
0.225,0.24,0.25375,0.27,0.2406,0.2905,0.9565400000000001,0.695,0.7,0.715,0.695,2.186,1.56,1.5225,0.35200000000000004,2018-03-26
0.23,0.24,0.26125,0.27,0.2614,0.2881,0.9565400000000001,0.6875,0.7,0.715,0.725,2.19,1.5375,1.4788,0.352,2018-04-02
0.23,0.24,0.26125,0.2725,0.2573,0.289,0.9565400000000001,0.6875,0.71,0.72,0.7225,2.274,1.5585,1.4475,0.35200000000000004,2018-04-09
0.23,0.2375,0.26375,0.27,0.2548,0.305,0.9565400000000001,0.695,0.715,0.72,0.7225,2.3095,1.6215,1.4705,0.35200000000000004,2018-04-16
0.23,0.245,0.26375,0.27,0.2594,0.308,0.9565400000000001,0.71,0.735,0.72,0.735,2.3015,1.6205,1.4815,0.35200000000000004,2018-04-23
0.24,0.25,0.28,0.27125,0.2587,0.3115,0.9565400000000001,0.715,0.7775,0.7575,0.73,2.362,1.6195,1.486,0.344,2018-04-30
0.25,0.25,0.28,0.275,0.2627,0.314,0.95508,0.72,0.79,0.7875,0.73,2.3565,1.657,1.579,0.34400000000000003,2018-05-07
0.255,0.2575,0.295,0.2925,0.2692,0.3215,0.9616800000000001,0.74,0.8275,0.8025,0.75,2.3295,1.679,1.6445,0.34400000000000003,2018-05-14
0.2575,0.28125,0.2975,0.3,0.2693,0.3475,0.95508,0.76,0.825,0.82125,0.755,2.3745,1.609,1.5695,0.344,2018-05-21
0.26,0.28125,0.31375,0.305,0.2727,0.369,0.95508,0.76,0.835,0.83,0.755,2.4175,1.6285,1.556,0.34400000000000003,2018-05-28
0.26625,0.30875,0.3225,0.315,0.2729,0.3825,0.9565400000000001,0.775,0.845,0.835,0.755,2.4025,1.6081,1.5444,0.3525,2018-06-04
0.26625,0.31375,0.3225,0.31625,0.2848,0.4055,0.9565400000000001,0.79,0.845,0.835,0.765,2.38,1.5965,1.5225,0.37,2018-06-11
0.28,0.3225,0.325,0.32625,0.2981,0.413,0.9550799999999999,0.795,0.82,0.83,0.755,2.3784,1.6525,1.5983,0.40499999999999997,2018-06-18
0.28,0.3225,0.325,0.335,0.3099,0.3945,0.95508,0.7925,0.7975,0.83,0.755,2.3639,1.6473,1.5747,0.3875,2018-06-25
0.295,0.3225,0.325,0.3525,0.3222,0.4025,0.9565400000000001,0.80625,0.7875,0.8025,0.755,2.3711,1.6383,1.5612,0.3875,2018-07-02
0.295,0.3225,0.325,0.3525,0.3233,0.3981,0.9565400000000001,0.80625,0.78,0.79875,0.775,2.3393,1.623,1.4471,0.37,2018-07-09
0.3025,0.3375,0.345,0.3625,0.3364,0.4095,0.9616,0.80625,0.76,0.79625,0.775,2.2976,1.595,1.382,0.34400000000000003,2018-07-16
0.315,0.35,0.3625,0.375,0.3358,0.417,0.9616,0.81,0.76,0.7925,0.775,2.2367,1.5725,1.3701,0.35250000000000004,2018-07-23
0.32,0.3575,0.37125,0.3775,0.3374,0.4155,0.9616,0.8125,0.7875,0.7975,0.7925,2.2517,1.5615,1.3841,0.37,2018-07-30
0.32,0.37375,0.3825,0.37875,0.3389,0.43,0.9616,0.8125,0.82,0.81375,0.8,2.307,1.544,1.435,0.3875,2018-08-06
0.325,0.37875,0.39,0.37875,0.3543,0.439,0.9565400000000001,0.81375,0.8425,0.81375,0.8,2.324,1.611,1.5345,0.4225,2018-08-13
0.325,0.39,0.40625,0.39,0.3622,0.4445,0.9565400000000001,0.8125,0.82875,0.82,0.8,2.3161,1.5682,1.4521,0.40499999999999997,2018-08-20
0.325,0.4,0.40625,0.4,0.3838,0.459,0.9565400000000001,0.8125,0.85,0.84,0.8,2.3373,1.5865,1.5043,0.4225,2018-08-27
0.33,0.41,0.41375,0.405,0.3769,0.4895,0.9563200000000001,0.82,0.87,0.8625,0.825,2.3649,1.6275,1.5901,0.4225,2018-09-03
0.335,0.425,0.435,0.4075,0.3867,0.5075,0.9576,0.8325,0.875,0.8875,0.835,2.2984,1.6554,1.6083,0.4225,2018-09-10
0.335,0.425,0.435,0.42625,0.3972,0.5205,0.9616800000000001,0.8325,0.875,0.895,0.835,2.302,1.6758,1.6427,0.4225,2018-09-17
0.335,0.43125,0.435,0.43125,0.4185,0.5225,0.9616800000000001,0.8475,0.875,0.895,0.835,2.2409,1.6869,1.6375,0.4225,2018-09-24
0.34,0.435,0.4525,0.455,0.4154,0.5365,0.9595400000000002,0.86,0.875,0.895,0.835,2.2464,1.6891,1.5948,0.4225,2018-10-01
0.3475,0.435,0.4575,0.455,0.4167,0.5625,0.9619,0.86,0.875,0.9,0.835,2.2866,1.6763,1.5262,0.4225,2018-10-08
0.3475,0.4375,0.4575,0.48375,0.441,0.5605,0.9619,0.8675,0.875,0.9,0.835,2.2759,1.6656,1.4604,0.4225,2018-10-15
0.3475,0.455,0.475,0.49375,0.4367,0.5715,0.9619,0.8675,0.875,0.9,0.87,2.2955,1.6783,1.4505,0.4225,2018-10-22
0.3475,0.455,0.475,0.49375,0.4588,0.486,0.9616,0.8675,0.885,0.9,0.875,2.2666,1.6915,1.4353,0.4225,2018-10-29
0.3475,0.455,0.4625,0.4775,0.4577,0.445,0.9616,0.8675,0.895,0.9,0.885,2.317,1.6799,1.399,0.4225,2018-11-05
0.35,0.455,0.45625,0.47875,0.4691,0.442,0.97528,0.8825,0.895,0.9,0.89,2.2626,1.6153,1.3434,0.4225,2018-11-12
0.35,0.455,0.45625,0.485,0.4625,0.43,0.9819799999999999,0.8825,0.9,0.9,0.89,2.2637,1.5675,1.3284,0.4225,2018-11-19
0.35,0.455,0.4563,0.4825,0.46154,0.43629999999999997,0.97658,0.8825,0.9,0.9,0.89,2.27758,1.55688,1.35532,0.4225,2018-11-26
0.355,0.455,0.44,0.4825,0.4587,0.427,0.9808600000000001,0.885,0.905,0.905,0.9,2.2575,1.4782,1.3615,0.4225,2018-12-03
0.355,0.455,0.445,0.48,0.4597,0.4375,0.9808600000000001,0.885,0.9075,0.91,0.9,2.2871,1.4435,1.3443,0.40700000000000003,2018-12-10
0.355,0.455,0.445,0.4775,0.4641,0.4405,0.9808600000000001,0.885,0.91,0.9175,0.9,2.253,1.4204,1.3234,0.40725,2018-12-17
0.36,0.455,0.445,0.48125,0.4674,0.475,0.9808599999999998,0.885,0.925,0.925,0.9,2.2545,1.396,1.3123,0.40725,2018-12-24
0.37,0.39,0.415,0.425,0.4061,0.34278,0.96168,0.8825,1.015,1.0,0.96,2.2981,1.6631,1.5619,0.4225,2017-01-02
0.37,0.41,0.4475,0.425,0.414,0.34447999999999995,0.96966,0.91625,1.025,1.0,0.98,2.24,1.6644,1.59,0.4225,2017-01-09
0.37,0.41625,0.455,0.42875,0.4272,0.34168,0.98004,0.91625,1.045,1.03,0.97,2.2695,1.72,1.625,0.4225,2017-01-16
0.37,0.425,0.45875,0.46375,0.4371,0.34168,0.98004,0.94,1.045,1.05,0.97,2.245,1.7038,1.5869,0.4225,2017-01-23
0.375,0.43,0.46875,0.46875,0.4454,0.3309,0.9616,0.94,1.025,1.045,0.97,2.2075,1.6525,1.467,0.4225,2017-01-30
0.375,0.445,0.48375,0.4975,0.4593,0.34168,0.98004,0.965,1.005,1.045,0.965,2.2075,1.7475,1.592,0.4225,2017-02-06
0.375,0.46125,0.495,0.4875,0.4685,0.34168000000000004,0.98004,0.99625,0.995,1.015,0.9775,2.155,1.636,1.679,0.4225,2017-02-13
0.375,0.47375,0.495,0.4875,0.4822,0.34448,0.96966,0.9975,0.975,0.985,0.9775,2.141,1.5985,1.644,0.4225,2017-02-20
0.375,0.48,0.495,0.4875,0.494,0.33708,0.9613799999999999,0.9975,0.9575,0.9625,0.9775,2.1294,1.5431,1.5569,0.4225,2017-02-27
0.375,0.485,0.5,0.4925,0.5042,0.426,0.97108,0.9825,0.9225,0.895,0.965,2.1795,1.5065,1.476,0.4225,2017-03-06
0.375,0.485,0.49,0.485,0.513,0.45339999999999997,0.9788399999999999,0.9825,0.8775,0.89,0.965,2.1675,1.4325,1.4235,0.4225,2017-03-13
0.375,0.485,0.49,0.485,0.5201,0.45339999999999997,0.9808600000000001,0.97625,0.84,0.855,0.915,2.1465,1.3715,1.378,0.4225,2017-03-20
0.385,0.48,0.49,0.4925,0.5263,0.45339999999999997,0.9808600000000001,0.95125,0.8375,0.83,0.915,2.1135,1.4325,1.392,0.4225,2017-03-27
0.4,0.49875,0.5,0.495,0.5312,0.4444,0.9788399999999999,0.95375,0.8375,0.83,0.9,2.1015,1.473,1.406,0.4225,2017-04-03
0.4,0.495,0.5,0.49625,0.5285,0.4354,0.9710799999999999,0.9525,0.8275,0.83,0.9,2.128,1.498,1.4605,0.4225,2017-04-10
0.4,0.495,0.5,0.495,0.5339,0.4444,0.9740800000000001,0.9525,0.8275,0.825,0.875,2.0863,1.4675,1.4275,0.4225,2017-04-17
0.405,0.485,0.495,0.49875,0.5286,0.44530000000000003,0.9740800000000001,0.9325,0.835,0.845,0.86,2.073,1.489,1.4115,0.4225,2017-04-24
0.41,0.485,0.475,0.49625,0.5114,0.4354,0.97108,0.9325,0.84,0.845,0.85,2.107,1.53,1.4225,0.4225,2017-05-01
0.41,0.5,0.475,0.49625,0.5259,0.4354,0.9740800000000001,0.94,0.855,0.865,0.85,2.111,1.506,1.4205,0.4225,2017-05-08
0.41,0.4975,0.465,0.49625,0.5172,0.5245,0.9616,0.905,0.865,0.865,0.835,2.173,1.613,1.492,0.4225,2017-05-15
0.41,0.49,0.46,0.49125,0.5078,0.5250999999999999,0.9565400000000001,0.905,0.89,0.875,0.84,2.374,1.6595,1.502,0.4225,2017-05-22
0.41,0.485,0.46,0.465,0.5169,0.5250999999999999,0.9565400000000001,0.9075,0.92,0.89,0.84,2.369,1.6825,1.483,0.4225,2017-05-29
0.41,0.47375,0.45,0.4575,0.4947,0.5250999999999999,0.9565400000000001,0.9075,0.945,0.91,0.8525,2.4163,1.7281,1.5269,0.4225,2017-06-05
0.41,0.455,0.445,0.4525,0.4992,0.501,0.9616,0.9075,0.9525,0.915,0.855,2.4885,1.648,1.4275,0.4069999999999999,2017-06-12
0.4,0.45,0.44,0.455,0.4996,0.501,0.9616,0.9075,0.9325,0.92,0.87,2.611,1.627,1.403,0.3757499999999999,2017-06-19
0.395,0.4425,0.44,0.46125,0.4926,0.4652,0.97468,0.8975,0.92,0.915,0.875,2.59,1.568,1.351,0.37399999999999994,2017-06-26
0.39,0.4375,0.4375,0.4425,0.4757,0.43970000000000004,0.97468,0.89,0.89,0.9,0.875,2.634,1.519,1.3615,0.33899999999999997,2017-07-03
0.39,0.4375,0.4325,0.43875,0.4728,0.44270000000000004,0.96876,0.895,0.89,0.9,0.88,2.6119,1.5431,1.3663,0.35649999999999993,2017-07-10
0.38,0.43,0.425,0.4375,0.4577,0.5051,0.9565400000000001,0.8925,0.895,0.9,0.8825,2.5985,1.625,1.433,0.3915,2017-07-17
0.375,0.425,0.425,0.42,0.4467,0.5055,0.9565400000000001,0.8925,0.895,0.9,0.8825,2.6175,1.7055,1.455,0.3914999999999999,2017-07-24
0.36,0.425,0.4225,0.415,0.4413,0.5055,0.97384,0.8925,0.895,0.9,0.8825,2.6345,1.7185,1.4685,0.37575000000000003,2017-07-31
0.355,0.41,0.42,0.415,0.4501,0.5078,1.02884,0.87125,0.895,0.9,0.88375,2.71,1.742,1.573,0.344,2017-08-07
0.355,0.405,0.41,0.41,0.4344,0.4831,0.9900200000000001,0.85625,0.895,0.895,0.88375,2.668,1.6935,1.555,0.34049999999999997,2017-08-14
0.355,0.395,0.41,0.40875,0.4326,0.4393599999999999,1.0455,0.8475,0.895,0.895,0.905,2.6605,1.741,1.6805,0.344,2017-08-21
0.33,0.3875,0.395,0.40375,0.4317,0.4779,1.02126,0.835,0.89,0.895,0.905,2.6125,1.702,1.662,0.37175,2017-08-28
0.32,0.385,0.39,0.4,0.4419,0.43420000000000003,0.9565400000000001,0.835,0.88,0.8925,0.905,2.566,1.5325,1.4995,0.3545,2017-09-04
0.305,0.38,0.3825,0.40375,0.428,0.4831,0.9565400000000001,0.8225,0.88,0.89,0.905,2.4575,1.63,1.5569,0.40499999999999997,2017-09-11
0.295,0.38,0.38,0.405,0.4243,0.46790000000000004,0.9565400000000001,0.8225,0.875,0.89,0.905,2.424,1.624,1.512,0.40499999999999997,2017-09-18
0.295,0.37,0.375,0.37875,0.4178,0.46790000000000004,0.9565400000000001,0.8225,0.86,0.88,0.9075,2.4645,1.5985,1.514,0.3875,2017-09-25
0.285,0.37,0.375,0.375,0.4091,0.5153000000000001,0.9771000000000001,0.8225,0.855,0.87,0.90875,2.392,1.7135,1.701,0.4225,2017-10-02
0.2775,0.36,0.37,0.37125,0.4009,0.5153000000000001,0.96966,0.8225,0.85,0.8625,0.90875,2.339,1.743,1.719,0.4225,2017-10-09
0.27,0.355,0.365,0.36625,0.4043,0.5153000000000001,0.96966,0.8225,0.825,0.86,0.90875,2.3395,1.74,1.6985,0.4225,2017-10-16
0.2625,0.345,0.3525,0.3675,0.3685,0.46499999999999997,0.96168,0.79625,0.81,0.85,0.90875,2.375,1.709,1.667,0.40499999999999997,2017-10-23
0.25,0.33,0.3475,0.345,0.3891,0.4313999999999999,0.96966,0.79375,0.79,0.835,0.875,2.2915,1.72,1.694,0.40499999999999997,2017-10-30
0.25,0.32,0.335,0.345,0.3643,0.43439999999999995,0.96966,0.79,0.77,0.82,0.875,2.243,1.745,1.7225,0.40499999999999997,2017-11-06
0.245,0.315,0.3275,0.34375,0.3728,0.3941,0.96966,0.775,0.7675,0.7725,0.8825,2.2185,1.6705,1.7235,0.37,2017-11-13
0.24,0.305,0.31875,0.34125,0.3585,0.36910000000000004,0.9616800000000001,0.775,0.755,0.755,0.8675,2.249,1.6875,1.677,0.35250000000000004,2017-11-20
0.24,0.3,0.315,0.34125,0.3534,0.3758,0.9576,0.775,0.75,0.735,0.84625,2.215,1.605,1.6633,0.34400000000000003,2017-11-27
0.235,0.295,0.3125,0.3375,0.3471,0.33604,0.95508,0.7675,0.74,0.73,0.84375,2.205,1.5845,1.537,0.34400000000000003,2017-12-04
0.22,0.285,0.2975,0.34,0.3341,0.29042,0.95508,0.7575,0.735,0.725,0.81875,2.2145,1.4895,1.5925,0.34400000000000003,2017-12-11
0.22,0.28,0.2975,0.335,0.2909,0.30482,0.9550799999999999,0.7575,0.725,0.7225,0.805,2.223,1.4835,1.668,0.34400000000000003,2017-12-18
0.22,0.27,0.2775,0.30375,0.3145,0.29042,0.9565400000000001,0.7375,0.72,0.71,0.8,2.193,1.462,1.4545,0.34400000000000003,2017-12-25
0.195,0.21375,0.24,0.25,0.2293,0.29042,0.9565400000000001,0.53,0.74875,0.845,0.8475,2.045,1.4544,1.4875,0.45549999999999996,2016-01-04
0.2,0.22,0.24,0.24875,0.2354,0.29042,0.95508,0.53,0.7425,0.835,0.8325,2.037,1.4785,1.503,0.325,2016-01-11
0.205,0.225,0.24,0.25375,0.2339,0.29042,0.95508,0.535,0.74125,0.83,0.82625,2.1145,1.487,1.5245,0.325,2016-01-18
0.21,0.2225,0.24,0.26375,0.2351,0.29042,0.9565400000000001,0.555,0.74125,0.815,0.82,2.1438,1.4775,1.4781,0.325,2016-01-25
