Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac,Start_interval
0.3225,0.3375,0.35,0.32,0.3264,0.46796,1.10648,0.78,1.2225,1.325,1.3,1.364,1.503,1.4915,0.388,2009-11-02
0.335,0.34,0.355,0.3225,0.3402,0.46796,1.1056,0.805,1.25,1.325,1.3,1.433,1.5335,1.5035,0.404,2009-11-10
0.335,0.3425,0.36,0.3288,0.3439,0.46796,1.1006399999999998,0.815,1.2325,1.3,1.315,1.525,1.571,1.474,0.40449999999999997,2009-11-16
0.3375,0.34625,0.3675,0.33625,0.3468,0.46796,1.1056,0.8325,1.285,1.28,1.37,1.525,1.586,1.454,0.40449999999999997,2009-11-23
0.3375,0.3475,0.37375,0.3525,0.35566,0.36377999999999994,1.2449,0.84,1.285,1.28,1.39,1.5367,1.591,1.4493,0.40449999999999997,2009-11-30
0.35,0.35,0.3775,0.3575,0.3535,0.46846,1.1252199999999999,0.8425,1.31,1.31,1.38,1.495,1.6975,1.4785,0.40449999999999997,2009-12-07
0.35,0.3575,0.385,0.36,0.3623,0.5037,1.12438,0.8475,1.325,1.33,1.355,1.438,1.7,1.46,0.40449999999999997,2009-12-14
0.35,0.36,0.395,0.365,0.3634,0.5182,1.12438,0.85875,1.345,1.395,1.345,1.3945,1.7005,1.456,0.40449999999999997,2009-12-21
0.41,0.4325,0.435,0.435,0.4464,0.6279,1.3851200000000001,1.235,1.625,1.675,1.755,1.2717,2.005,1.9533,0.402,2008-01-01
0.35,0.4325,0.42,0.435,0.4431,0.6138,1.36038,1.235,1.595,1.6,1.645,1.2392,2.1008,2.0283,0.364,2008-01-07
0.275,0.37125,0.385,0.4275,0.441,0.6138000000000001,1.36038,1.2175,1.55,1.58,1.53125,1.2175,1.968,2.016,0.39,2008-01-14
0.265,0.34375,0.335,0.375,0.4359,0.5822,1.27568,1.20375,1.475,1.565,1.4825,1.22,1.7405,1.8495,0.402,2008-01-21
0.26,0.305,0.315,0.375,0.392,0.5513,1.23952,1.1975,1.425,1.5225,1.4575,1.23,1.65,1.7763,0.402,2008-01-28
0.26,0.2675,0.285,0.2725,0.3483,0.495,1.11804,1.16625,1.36,1.46125,1.445,1.223,1.739,1.7375,0.4040000000000001,2008-02-04
0.26,0.25875,0.265,0.2725,0.3248,0.4417,1.11464,1.16625,1.35,1.44,1.38625,1.2215,1.9305,1.895,0.39150000000000007,2008-02-11
0.26,0.2525,0.2475,0.2525,0.2731,0.4043,1.13612,1.16625,1.275,1.41625,1.35,1.202,2.006,1.9485,0.35525,2008-02-18
0.26,0.24,0.2375,0.2525,0.2623,0.3965,1.0743399999999999,1.1575,1.25,1.395,1.32125,1.1863,2.0606,2.02,0.34275,2008-02-25
0.26,0.24,0.235,0.2525,0.2492,0.3965,1.0743399999999999,1.1575,1.25,1.345,1.2525,1.218,2.064,2.0085,0.34275,2008-03-03
0.26,0.24,0.235,0.2525,0.2366,0.36750000000000005,1.1507,1.135,1.25,1.315,1.2125,1.3145,1.8995,1.925,0.36725,2008-03-10
0.265,0.24,0.24,0.2575,0.2472,0.3899,1.12818,1.135,1.25,1.32,1.2,1.3365,1.8215,1.767,0.402,2008-03-17
0.265,0.24,0.2475,0.2575,0.2438,0.36680000000000007,1.12818,1.135,1.275,1.32,1.2,1.3638,1.765,1.7313,0.4040000000000001,2008-03-24
0.265,0.24,0.26,0.2675,0.2447,0.3668,1.15618,1.1175,1.305,1.33,1.225,1.3675,1.8005,1.763,0.402,2008-03-31
0.26,0.2425,0.27,0.2675,0.2453,0.3668,1.15618,1.1175,1.32,1.33,1.22,1.365,1.8085,1.741,0.4040000000000001,2008-04-07
0.27,0.2475,0.275,0.2675,0.2554,0.34738,1.15618,1.1175,1.34,1.33,1.24,1.38,1.854,1.7435,0.4040000000000001,2008-04-14
0.27,0.25,0.2775,0.29,0.2498,0.34738,1.15618,1.1175,1.345,1.335,1.26,1.389,1.8685,1.778,0.402,2008-04-21
0.27,0.255,0.2825,0.295,0.2582,0.34737999999999997,1.18608,1.1175,1.355,1.335,1.26,1.403,1.9415,1.872,0.402,2008-04-28
0.27,0.255,0.2825,0.295,0.2615,0.34738,1.18608,1.1175,1.355,1.335,1.26,1.428,1.951,1.914,0.402,2008-05-05
0.2725,0.25625,0.2825,0.2975,0.2663,0.36338,1.24614,1.1125,1.365,1.375,1.30125,1.457,1.968,1.96,0.402,2008-05-12
0.275,0.26125,0.28,0.2975,0.2638,0.36338,1.24614,1.0975,1.3725,1.415,1.32125,1.488,2.049,2.0205,0.36700000000000005,2008-05-19
0.2775,0.26,0.28,0.3025,0.2733,0.37028,1.2509,1.08,1.39,1.425,1.3475,1.495,2.211,2.165,0.352,2008-05-26
0.2775,0.26,0.28,0.3025,0.2769,0.36368,1.21278,1.08,1.405,1.435,1.37375,1.475,2.2525,2.225,0.352,2008-06-02
0.2775,0.26,0.28,0.3,0.2709,0.37028,1.2509000000000001,1.015,1.4175,1.46,1.385,1.4925,2.186,2.176,0.352,2008-06-09
0.2775,0.26,0.28,0.3,0.2761,0.37028,1.2509,0.98375,1.4225,1.46,1.385,1.473,2.0555,2.15,0.352,2008-06-16
0.2775,0.255,0.28,0.3,0.2781,0.37028,1.2509000000000001,0.93,1.43,1.47,1.395,1.4935,1.996,1.99,0.352,2008-06-23
0.2775,0.2525,0.28,0.30125,0.2769,0.37028,1.2235799999999997,0.89,1.4325,1.47,1.395,1.5315,1.9245,1.936,0.352,2008-06-30
0.2775,0.25,0.28,0.30125,0.2758,0.37028,1.2235800000000001,0.8,1.4325,1.46,1.395,1.5519,1.9238,1.8881,0.352,2008-07-07
0.255,0.25,0.28,0.29875,0.2726,0.37028,1.2235799999999997,0.785,1.445,1.46,1.355,1.534,1.9075,1.848,0.35200000000000004,2008-07-14
0.25625,0.25,0.28,0.2875,0.2667,0.37028,1.2509000000000001,0.7725,1.4475,1.46,1.31,1.536,1.954,1.918,0.352,2008-07-21
0.25125,0.24,0.28,0.2875,0.2583,0.37028,1.2509000000000001,0.7,1.4475,1.46,1.305,1.536,2.047,1.9385,0.34400000000000003,2008-07-28
0.24625,0.235,0.28,0.2775,0.2635,0.37028,1.22358,0.63,1.4475,1.46,1.25625,1.547,1.9605,1.8405,0.333,2008-08-04
0.24375,0.23,0.28,0.27,0.2581,0.36529999999999996,1.21946,0.56,1.43,1.455,1.2225,1.6515,1.75,1.7165,0.325,2008-08-11
0.24375,0.22,0.275,0.2475,0.2513,0.36166,1.21946,0.54,1.41,1.4475,1.205,1.64,1.768,1.733,0.325,2008-08-18
0.23875,0.2125,0.2675,0.2375,0.246,0.34965999999999997,1.2158,0.49,1.39,1.435,1.195,1.623,1.7155,1.6695,0.325,2008-08-23
0.23875,0.20625,0.255,0.2375,0.2428,0.34965999999999997,1.2158,0.475,1.37,1.435,1.185,1.6075,1.7065,1.654,0.45549999999999996,2008-09-01
0.23,0.2025,0.2425,0.2375,0.2352,0.34965999999999997,1.2158,0.445,1.335,1.415,1.15875,1.6638,1.72,1.6844,0.45549999999999996,2008-09-08
0.22,0.2,0.2275,0.2325,0.227,0.36166,1.2158,0.42,1.3,1.39,1.12125,1.66,1.8625,1.8295,0.45549999999999996,2008-09-15
0.21,0.195,0.21,0.2325,0.2215,0.34635999999999995,1.23734,0.4,1.24575,1.365,1.06,1.692,1.926,1.9155,0.4575,2008-09-22
0.21,0.1875,0.2,0.22,0.2154,0.3518,1.0383200000000001,0.39,1.15,1.22,1.02,1.7395,1.968,1.9485,0.4575,2008-09-29
0.2,0.1875,0.185,0.22,0.21,0.34256000000000003,1.0330000000000001,0.3875,1.115,1.205,1.02,1.758,1.845,1.818,0.46110000000000007,2008-10-06
0.18,0.1875,0.185,0.22,0.2021,0.3467,1.00672,0.3875,1.0125,1.175,0.995,1.698,1.85,1.8155,0.46110000000000007,2008-10-13
0.185,0.1875,0.185,0.21,0.1928,0.3467,0.97984,0.3875,0.9825,1.125,0.94,1.75,1.87,1.892,0.4575,2008-10-20
0.18,0.1875,0.175,0.21,0.1916,0.3467,1.00672,0.3875,0.95,1.015,0.94,1.748,1.7825,1.817,0.4575,2008-10-27
0.175,0.185,0.17,0.19625,0.1923,0.32082,0.9740400000000001,0.3925,0.93,0.985,0.91,1.719,1.663,1.685,0.45999999999999996,2008-11-03
0.175,0.185,0.17,0.19375,0.1901,0.32082,0.9740400000000001,0.3925,0.9,0.96,0.86,1.648,1.6175,1.6465,0.4600000000000001,2008-11-10
0.165,0.185,0.165,0.19375,0.1863,0.32082,1.00672,0.395,0.86,0.915,0.825,1.635,1.708,1.678,0.45,2008-11-17
0.165,0.1825,0.16,0.19375,0.1931,0.33840000000000003,1.00672,0.4,0.84,0.895,0.805,1.616,1.7535,1.726,0.45,2008-11-24
0.165,0.1825,0.16,0.19375,0.191,0.3467,1.00672,0.4,0.835,0.895,0.805,1.5342,1.7942,1.7675,0.312,2008-12-01
0.165,0.1825,0.16,0.19375,0.1861,0.3467,1.00672,0.42,0.835,0.89,0.79375,1.2895,1.786,1.7695,0.45,2008-12-08
0.165,0.1775,0.16,0.19125,0.1733,0.3553,1.00076,0.425,0.8275,0.88,0.79,1.1875,1.6845,1.6575,0.32199999999999995,2008-12-15
0.165,0.1775,0.155,0.19125,0.1702,0.3874,0.87094,0.435,0.825,0.88,0.79,1.196,1.4,1.4595,0.45999999999999996,2008-12-22
0.435,0.415,0.46,0.44125,0.4142,0.5086999999999999,1.10496,0.8875,1.06,1.2875,1.35,1.2038,1.3275,1.29,0.36124999999999996,2007-01-01
0.54,0.46,0.475,0.4413,0.4162,0.5086999999999999,1.10496,0.92125,1.12,1.2988,1.3325,1.2,1.3367,1.3283,0.37075,2007-01-08
0.54,0.47625,0.4825,0.48,0.4368,0.5199,1.0989,0.9425,1.105,1.2825,1.3,1.206,1.327,1.338,0.37075,2007-01-15
0.555,0.4763,0.495,0.52,0.4698,0.5199,1.0989,1.01125,1.125,1.2775,1.3025,1.2231,1.2988,1.3244,0.3985,2007-01-22
0.555,0.545,0.525,0.52,0.476,0.5594,1.11428,1.0325,1.125,1.2525,1.28,1.2475,1.304,1.3245,0.417,2007-01-29
0.565,0.58375,0.55,0.52,0.4838,0.5594,1.11428,1.0775,1.175,1.27375,1.3325,1.238,1.333,1.352,0.4125,2007-02-05
0.565,0.65125,0.575,0.60125,0.5331,0.5728,1.10794,1.1475,1.2,1.29875,1.375,1.2265,1.3495,1.373,0.392,2007-02-12
0.57875,0.685,0.59,0.6013,0.5839,0.5592,1.13756,1.1675,1.25,1.29875,1.385,1.2135,1.3225,1.292,0.378,2007-02-19
0.615,0.695,0.6,0.64,0.6141,0.5508200000000001,1.1644599999999998,1.2175,1.2625,1.30375,1.425,1.21,1.345,1.3363,0.378,2007-02-26
0.655,0.7175,0.625,0.68,0.6551,0.55252,1.2286,1.2425,1.27625,1.32875,1.445,1.255,1.3525,1.335,0.378,2007-03-05
0.69,0.75,0.65,0.68,0.6522,0.55932,1.26472,1.275,1.375,1.37625,1.4925,1.3345,1.38,1.3815,0.399,2007-03-12
0.715,0.765,0.695,0.74,0.6975,0.55932,1.26472,1.33,1.32125,1.38,1.52125,1.315,1.3555,1.363,0.399,2007-03-19
0.76625,0.765,0.71,0.765,0.7072,0.5593199999999999,1.2356,1.37,1.3575,1.45875,1.55125,1.31451,1.398,1.399,0.399,2007-03-26
0.76625,0.765,0.72,0.805,0.7281,0.57472,1.2356,1.415,1.46125,1.4875,1.585,1.329,1.41,1.412,0.40199999999999997,2007-04-02
0.91,0.7925,0.74,0.7925,0.7453,0.5967,1.25404,1.4425,1.52,1.545,1.6875,1.3356,1.4138,1.415,0.402,2007-04-09
0.92125,0.7925,0.74,0.79875,0.7625,0.6389000000000001,1.30992,1.475,1.5475,1.5725,1.76,1.3645,1.423,1.4145,0.40199999999999997,2007-04-16
0.93,0.7825,0.755,0.7988,0.7794,0.6752,1.38358,1.48,1.625,1.655,1.7675,1.378,1.454,1.4495,0.40199999999999997,2007-04-23
0.93,0.7525,0.7775,0.79875,0.7894,0.6836000000000001,1.4100800000000002,1.48,1.675,1.70375,1.825,1.3975,1.5255,1.493,0.404,2007-04-30
0.93,0.7375,0.795,0.79875,0.7813,0.7022,1.4361599999999999,1.495,1.74,1.7975,1.8425,1.4225,1.649,1.6005,0.40449999999999997,2007-05-07
0.93,0.73,0.805,0.77,0.7668,0.7315999999999999,1.46564,1.52,1.8625,1.8875,1.965,1.472,1.6805,1.624,0.40449999999999997,2007-05-14
0.93,0.73,0.8175,0.77125,0.7581,0.7315999999999999,1.46564,1.5325,1.8875,1.9075,1.985,1.4925,1.701,1.666,0.404,2007-05-21
0.93,0.73,0.82375,0.7713,0.7552,0.7437999999999999,1.46564,1.5575,1.97125,2.0275,2.0,1.4995,1.761,1.751,0.404,2007-05-28
0.93,0.73,0.82375,0.77125,0.7534,0.7438,1.46564,1.5825,2.01,2.0625,2.0125,1.5338,1.8444,1.8513,0.4040000000000001,2007-06-04
0.93,0.73,0.82375,0.77125,0.7625,0.7437999999999999,1.46564,1.595,2.07,2.1525,2.05,1.543,1.9765,1.959,0.4040000000000001,2007-06-11
0.93,0.73,0.82375,0.77625,0.7555,0.7437999999999999,1.46564,1.615,2.1275,2.155,1.98,1.479,1.992,2.0,0.4040000000000001,2007-06-18
0.93,0.725,0.8238,0.77125,0.7619,0.764,1.5045800000000003,1.625,2.18125,2.2075,2.0975,1.488,2.0655,2.0195,0.402,2007-06-25
0.93,0.7225,0.81875,0.7713,0.7644,0.764,1.5045800000000003,1.63,2.1813,2.2075,2.1175,1.489,2.0315,1.992,0.4040000000000001,2007-07-02
1.015,0.70125,0.8025,0.73375,0.7468,0.7543,1.5045800000000003,1.635,2.24,2.24625,2.1325,1.4788,1.95,1.9175,0.4040000000000001,2007-07-09
1.015,0.69625,0.7775,0.71875,0.7471,0.7543,1.5045800000000003,1.635,2.225,2.24875,2.115,1.472,1.952,1.926,0.4040000000000001,2007-07-16
1.015,0.67,0.725,0.71125,0.7345,0.7438,1.46564,1.6325,2.125,2.18125,2.105,1.496,1.9275,1.909,0.4040000000000001,2007-07-23
1.005,0.635,0.6925,0.71125,0.7248,0.7437999999999999,1.46564,1.635,2.075,2.135,2.065,1.5065,1.8505,1.8405,0.4040000000000001,2007-07-30
1.005,0.6125,0.655,0.66,0.6902,0.7437999999999999,1.46564,1.6275,2.06,2.0475,2.055,1.5095,1.883,1.855,0.4040000000000001,2007-08-06
0.99,0.5975,0.65125,0.62,0.6542,0.7437999999999999,1.46564,1.61375,2.05,2.025,2.045,1.491,1.9255,1.8865,0.4040000000000001,2007-08-13
0.99,0.5675,0.57,0.625,0.6333,0.7232999999999999,1.46564,1.6,2.04,2.025,1.99,1.427,1.948,1.89,0.4040000000000001,2007-08-20
0.955,0.5425,0.55,0.595,0.6037,0.7205,1.46564,1.585,2.03,2.025,1.96,1.402,1.968,1.9255,0.4040000000000001,2007-08-27
0.83,0.5025,0.485,0.595,0.5789,0.7022,1.4296000000000002,1.51,2.035,2.05,1.96,1.43,2.0185,1.972,0.402,2007-09-03
0.7975,0.4775,0.4575,0.5375,0.5503,0.6944000000000001,1.4296000000000002,1.485,2.04,2.05,1.945,1.4225,2.1294,2.07,0.3765,2007-09-10
0.7975,0.4525,0.42,0.45,0.5052,0.6686,1.36148,1.465,2.03,2.05,1.965,1.3935,2.101,2.089,0.37150000000000005,2007-09-17
0.7975,0.4275,0.405,0.41125,0.4719,0.651,1.33748,1.445,2.03,2.05,1.94625,1.382,1.9085,1.9295,0.4040000000000001,2007-09-24
0.7975,0.4025,0.395,0.39875,0.4434,0.651,1.33748,1.42,2.01125,2.05,1.945,1.324,1.86,1.888,0.404,2007-10-01
0.57,0.39875,0.4,0.415,0.4234,0.651,1.33748,1.395,2.005,2.05,1.9975,1.3275,1.915,1.882,0.352,2007-10-08
0.545,0.4,0.405,0.4025,0.4126,0.651,1.33748,1.37,2.0075,2.05,1.97125,1.2915,1.8445,1.868,0.352,2007-10-15
0.545,0.4075,0.41,0.40125,0.4097,0.651,1.33748,1.3575,2.0025,2.05,1.97125,1.3,1.8565,1.8735,0.352,2007-10-22
0.535,0.40875,0.415,0.40125,0.4151,0.651,1.33748,1.32875,1.99875,2.05,1.965,1.29,1.9025,1.8885,0.35200000000000004,2007-10-29
0.47,0.42,0.42,0.4175,0.434,0.651,1.33748,1.305,2.005,2.05,1.995,1.306,2.0055,1.9185,0.35200000000000004,2007-11-05
0.47,0.4325,0.43,0.42,0.4212,0.651,1.33748,1.2925,1.9375,1.925,1.965,1.352,2.032,1.964,0.35200000000000004,2007-11-12
0.46,0.4425,0.44,0.4225,0.4387,0.6279,1.33748,1.28125,1.875,1.85,1.93,1.3785,2.099,2.009,0.35200000000000004,2007-11-19
0.46,0.4475,0.4425,0.43125,0.4382,0.6279,1.3851200000000001,1.27625,1.86,1.85,1.925,1.3742,2.1833,2.06,0.35200000000000004,2007-11-26
0.435,0.4475,0.4425,0.44625,0.446,0.6279,1.3851200000000001,1.2625,1.835,1.815,1.915,1.355,2.1255,2.1115,0.35200000000000004,2007-12-03
0.435,0.445,0.4425,0.445,0.4559,0.6279,1.3851200000000001,1.2525,1.775,1.775,1.905,1.3235,2.1645,2.132,0.34400000000000003,2007-12-10
0.435,0.44,0.4425,0.43875,0.4552,0.6279,1.3183799999999999,1.2475,1.7,1.76,1.85,1.332,2.0135,2.1015,0.358,2007-12-17
0.41,0.4325,0.435,0.43625,0.4584,0.6279,1.3183799999999999,1.24,1.65,1.7,1.78625,1.33,1.849,1.8475,0.40199999999999997,2007-12-24
0.22,0.3275,0.3438,0.34375,0.3277,0.35996,0.91424,0.815,0.99375,1.0513,0.8963,1.34,1.3681,1.34,0.4225,2006-01-02
0.23,0.3375,0.34625,0.345,0.3306,0.34686,0.9063399999999999,0.805,0.96125,1.04375,0.89625,1.405,1.3675,1.34,0.4225,2006-01-09
0.235,0.3425,0.3475,0.35125,0.3342,0.34686,0.9063399999999999,0.8,0.97875,1.02625,0.885,1.3695,1.3675,1.3375,0.4225,2006-01-16
0.235,0.345,0.34875,0.3425,0.3439,0.35996000000000006,0.9142399999999998,0.795,0.96,1.005,0.88,1.335,1.3631,1.3231,0.4225,2006-01-23
0.2425,0.34875,0.3525,0.35875,0.3479,0.37136,0.8709200000000001,0.785,0.93375,0.965,0.87875,1.3115,1.2865,1.2515,0.4225,2006-01-30
0.2425,0.35125,0.3525,0.36375,0.3509,0.3874000000000001,0.8709399999999998,0.775,0.89,0.9425,0.86625,1.251,1.2395,1.21,0.4225,2006-02-06
0.2425,0.3513,0.3525,0.365,0.3541,0.38739999999999997,0.87094,0.755,0.88,0.92,0.8625,1.2145,1.2385,1.21,0.4225,2006-02-13
0.2425,0.3513,0.35,0.36875,0.3515,0.3874000000000001,0.87094,0.745,0.865,0.905,0.855,1.177,1.2025,1.18,0.4225,2006-02-20
0.2425,0.35,0.35,0.365,0.3563,0.38739999999999997,0.87094,0.735,0.86,0.8975,0.855,1.1575,1.1506,1.13,0.4225,2006-02-27
0.2425,0.3475,0.3475,0.365,0.3503,0.3874000000000001,0.87094,0.725,0.85375,0.86,0.83625,1.189,1.1245,1.105,0.3875,2006-03-06
0.2425,0.33375,0.3425,0.365,0.3502,0.3874000000000001,0.87094,0.71,0.825,0.85,0.82875,1.1615,1.1455,1.115,0.37,2006-03-13
0.2425,0.3225,0.335,0.36,0.3447,0.3874000000000001,0.87094,0.6925,0.815,0.85,0.8275,1.1705,1.1805,1.131,0.35250000000000004,2006-03-20
0.2425,0.31125,0.3275,0.34875,0.3388,0.3874000000000001,0.87094,0.67,0.815,0.845,0.78875,1.155,1.184,1.1285,0.335,2006-03-27
0.245,0.3,0.32125,0.3375,0.3293,0.3874000000000001,0.87094,0.65,0.815,0.845,0.78875,1.1555,1.1695,1.1315,0.335,2006-04-03
0.2575,0.2925,0.31375,0.32625,0.3176,0.3874000000000001,0.87094,0.635,0.81,0.845,0.77,1.1605,1.1785,1.1335,0.335,2006-04-10
0.26,0.29125,0.31,0.31875,0.3083,0.3874000000000001,0.87094,0.625,0.81,0.84,0.75,1.1469,1.16,1.125,0.335,2006-04-17
0.26,0.2875,0.305,0.315,0.303,0.3874000000000001,0.87094,0.615,0.81,0.84,0.735,1.154,1.16,1.126,0.335,2006-04-24
0.2625,0.2725,0.305,0.3075,0.3026,0.3874000000000001,0.87094,0.605,0.81,0.84,0.735,1.188,1.161,1.1325,0.3330000000000001,2006-05-01
0.2625,0.2725,0.305,0.2975,0.2935,0.3874000000000001,0.87094,0.605,0.81,0.84,0.735,1.176,1.16,1.129,0.3330000000000001,2006-05-08
0.2675,0.2725,0.3025,0.29125,0.2852,0.3874000000000001,0.87094,0.6025,0.81,0.8325,0.73,1.1755,1.163,1.1495,0.333,2006-05-15
0.275,0.2725,0.3,0.2875,0.2768,0.3874000000000001,0.87094,0.595,0.8075,0.83,0.72,1.175,1.191,1.186,0.329,2006-05-22
0.275,0.2725,0.295,0.2875,0.2813,0.3874000000000001,0.87094,0.585,0.8075,0.83,0.72,1.1745,1.215,1.19,0.327,2006-05-29
0.275,0.275,0.29,0.28625,0.2768,0.3874000000000001,0.87094,0.58,0.8075,0.84,0.72,1.1763,1.2088,1.205,0.34450000000000003,2006-06-05
0.275,0.275,0.29,0.2875,0.2781,0.3874000000000001,0.87094,0.58,0.8075,0.84,0.72,1.1695,1.204,1.1915,0.34450000000000003,2006-06-12
0.275,0.275,0.29,0.2875,0.2804,0.3874000000000001,0.87094,0.58,0.8075,0.84,0.72,1.175,1.206,1.189,0.34450000000000003,2006-06-19
0.2925,0.275,0.29,0.2875,0.2814,0.3874000000000001,0.87094,0.58,0.815,0.845,0.735,1.158,1.1825,1.1725,0.3445,2006-06-26
0.3,0.275,0.29,0.2875,0.2821,0.3874000000000001,0.87094,0.58,0.815,0.845,0.7675,1.1505,1.174,1.165,0.3445,2006-07-03
0.325,0.275,0.29,0.2875,0.2803,0.3874000000000001,0.87094,0.58,0.82,0.85,0.79375,1.1525,1.165,1.1592,0.40449999999999997,2006-07-10
0.33,0.275,0.29,0.2875,0.2781,0.3874000000000001,0.87094,0.585,0.82125,0.86125,0.8275,1.147,1.16,1.13,0.40449999999999997,2006-07-17
0.33,0.29,0.2925,0.2875,0.2809,0.3874000000000001,0.87094,0.585,0.82,0.86625,0.885,1.1475,1.16,1.116,0.40449999999999997,2006-07-24
0.33,0.295,0.295,0.2975,0.2805,0.3874000000000001,0.87094,0.59,0.8275,0.8775,0.8975,1.1945,1.1605,1.1175,0.40449999999999997,2006-07-31
0.33,0.3,0.29625,0.3025,0.2841,0.3874000000000001,0.87094,0.595,0.8325,0.88375,0.94375,1.2555,1.1965,1.156,0.409,2006-08-07
0.33,0.305,0.30125,0.30875,0.2882,0.3874000000000001,0.87094,0.6,0.8375,0.9025,0.9675,1.281,1.193,1.166,0.418,2006-08-14
0.34,0.31,0.30625,0.31375,0.2974,0.37396,0.8564,0.61,0.8725,0.94,0.98875,1.2885,1.2225,1.2185,0.4225,2006-08-21
0.345,0.3175,0.31,0.31875,0.2983,0.36126,0.9052,0.62,0.90125,1.01,1.02,1.312,1.2535,1.2545,0.4225,2006-08-28
0.35,0.3275,0.31,0.325,0.3036,0.35996,0.91424,0.625,0.90125,1.035,1.035,1.377,1.327,1.3185,0.4225,2006-09-04
0.36,0.3275,0.315,0.33125,0.3107,0.35996,0.91424,0.635,0.90375,0.99875,1.045,1.3219,1.3356,1.3,0.4225,2006-09-11
0.36,0.3525,0.325,0.345,0.3144,0.36126,0.9052,0.655,0.90375,0.99875,1.045,1.308,1.266,1.2605,0.4225,2006-09-18
0.36,0.3625,0.335,0.3575,0.3177,0.36126,0.9052,0.675,0.92875,1.00625,1.035,1.323,1.295,1.3015,0.4225,2006-09-25
0.37,0.3725,0.345,0.36875,0.3335,0.36126,0.9052,0.6875,0.93125,1.0075,1.04,1.306,1.274,1.295,0.4225,2006-10-02
0.415,0.385,0.3525,0.3775,0.3427,0.36126,0.9052,0.7125,0.94375,1.0075,1.08,1.3195,1.224,1.249,0.4225,2006-10-09
0.42,0.39,0.35875,0.39,0.3474,0.36126,0.9052,0.7275,0.9675,1.165,1.095,1.3305,1.2085,1.211,0.4225,2006-10-16
0.42,0.395,0.36375,0.39875,0.3526,0.37512,0.9589399999999999,0.74875,0.96875,1.23125,1.095,1.3605,1.2405,1.249,0.4225,2006-10-23
0.42,0.395,0.37375,0.40625,0.3712,0.37512,0.9589400000000001,0.7725,0.97375,1.29125,1.095,1.292,1.2595,1.258,0.4225,2006-10-30
0.42,0.4,0.38,0.43,0.3674,0.39512,0.9944599999999999,0.78625,0.98375,1.335,1.12,1.271,1.2975,1.2985,0.371,2006-11-06
0.43,0.4075,0.3925,0.4125,0.3646,0.42422000000000004,1.0514999999999999,0.7975,0.995,1.4175,1.22,1.306,1.3445,1.3465,0.3705,2006-11-13
0.43,0.4125,0.4075,0.41875,0.3825,0.46796,1.10648,0.825,1.00375,1.4175,1.225,1.305,1.411,1.418,0.38449999999999995,2006-11-20
0.43,0.415,0.415,0.425,0.3942,0.46796000000000004,1.10648,0.8325,1.0125,1.4275,1.225,1.28,1.4083,1.4317,0.3705,2006-11-27
0.435,0.415,0.4225,0.42625,0.3767,0.48466000000000004,1.10206,0.845,1.03125,1.4375,1.24,1.2795,1.364,1.365,0.378,2006-12-04
0.435,0.415,0.43,0.4263,0.4013,0.5032,1.103,0.845,1.04,1.3225,1.35,1.2395,1.318,1.28,0.36125,2006-12-11
0.435,0.415,0.435,0.43625,0.4007,0.5032,1.103,0.8675,1.055,1.3125,1.35,1.254,1.32,1.282,0.375,2006-12-18
0.435,0.415,0.445,0.4363,0.4101,0.5032,1.103,0.8875,1.06,1.2938,1.35,1.25,1.325,1.29,0.375,2006-12-25
0.185,0.2425,0.255,0.2563,0.2408,0.34126,0.9426,0.6525,0.885,0.875,0.915,1.5375,1.485,1.45,0.335,2005-01-03
0.175,0.2425,0.25875,0.2563,0.2401,0.34246,0.9676600000000001,0.67875,0.89,0.89,0.915,1.5817,1.4865,1.45,0.335,2005-01-10
0.175,0.2425,0.26,0.2563,0.2474,0.33386,0.9459399999999999,0.705,0.8925,0.89625,0.915,1.6075,1.5685,1.508,0.34400000000000003,2005-01-17
0.175,0.2425,0.26,0.2563,0.2484,0.3376,1.0208,0.705,0.8925,0.9025,0.915,1.5525,1.7006,1.6675,0.34400000000000003,2005-01-24
0.175,0.2425,0.26,0.2563,0.2457,0.3386,1.0208,0.7175,0.9,0.9075,0.93,1.5517,1.749,1.7105,0.34400000000000003,2005-01-30
0.175,0.2425,0.26,0.2563,0.2487,0.33430000000000004,1.00152,0.74,0.9075,0.91875,0.945,1.6308,1.5845,1.5445,0.36150000000000004,2005-02-07
0.175,0.2425,0.2625,0.2563,0.2461,0.34686000000000006,0.9063399999999999,0.74625,0.9125,0.935,0.9575,1.6142,1.434,1.4,0.34400000000000003,2005-02-14
0.175,0.2425,0.26375,0.2563,0.2491,0.34686000000000006,0.9063399999999999,0.7525,0.925,0.9425,0.97125,1.6158,1.4335,1.386,0.37,2005-02-21
0.175,0.2425,0.26625,0.2563,0.2481,0.33506,0.9676600000000001,0.7625,0.925,0.95,0.9713,1.6025,1.5419,1.4756,0.36150000000000004,2005-02-28
0.175,0.2425,0.2675,0.25625,0.2472,0.3381,0.99576,0.7625,0.925,0.945,0.9775,1.56,1.609,1.554,0.36150000000000004,2005-03-07
0.175,0.2425,0.26875,0.2563,0.25,0.34696000000000005,0.9344999999999999,0.7625,0.925,0.9475,0.9775,1.5233,1.4615,1.42,0.36150000000000004,2005-03-14
